stock_id,name,eps_Y,eps_ttm,rev,rev_mom,rev_qoq,rev_yoy,gross_margin,gross_margin_qoq,gross_margin_yoy_diff,operating_margin,operating_margin_qoq,operating_margin_yoy_diff,net_margin,net_margin_qoq,net_margin_yoy_diff,per_latest,per_60d_high,per_60d_low,pbr_latest,pbr_60d_high,pbr_60d_low,period_start,period_end,eps_Y_is_prev,eps_ttm_is_prev,gross_margin_is_prev,operating_margin_is_prev,net_margin_is_prev,per_latest_is_prev,pbr_latest_is_prev,static_updated_at,static_status,static_reason,eps_status,eps_reason,revenue_status,revenue_reason,profit_status,profit_reason,valuation_status,valuation_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
4958,臻鼎-KY,1.33,7.54,15.2,-1.6,12.03,11.83,21.64,-0.92,6.96,6.15,-4.26,3.52,5.03,-3.06,2.47,75.04,76.16,32.52,4.53,4.6,1.78,,,False,False,False,False,False,False,False,2026-05-27 16:13:14,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:16
4971,IET-KY,1.97,5.12,0.11,-2.87,-4.64,25.24,47.84,7.32,13.16,29.07,5.91,13.37,23.69,4.36,45.77,146.17,528.48,126.72,14.21,17.29,11.18,2026-05-19,2026-06-01,False,False,False,False,False,False,False,2026-05-27 16:13:16,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:20
4977,眾達-KY,-1.18,4.61,0.06,-33.5,76.9,-43.18,19.73,-6.21,-3.99,-3.99,-10.53,-8.43,-45.15,-74.84,-7.58,49.0,61.2,40.05,4.56,5.38,3.52,,,False,False,False,False,False,False,False,2026-05-27 16:13:20,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:22
4979,華星光,1.62,5.53,0.41,-8.59,0.11,7.73,25.42,2.4,2.96,21.0,2.4,2.52,19.24,-1.42,-0.77,113.56,132.23,62.89,21.63,25.45,12.11,,,False,False,False,False,False,False,False,2026-05-27 16:13:22,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:24
4991,環宇-KY,1.67,2.53,0.24,-27.84,10.54,67.92,54.53,1.34,18.25,25.49,4.35,17.67,27.44,17.6,44.13,323.55,4960.0,265.29,22.21,26.11,13.69,,,False,False,False,False,False,False,False,2026-05-27 16:13:24,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:26
5347,世界,1.22,4.21,4.03,-18.5,0.37,9.58,29.29,1.78,-0.81,16.65,2.3,-2.08,17.27,4.04,-2.87,40.0,43.14,25.58,4.53,5.42,3.22,,,False,False,False,False,False,False,False,2026-05-27 16:13:26,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:28
5443,均豪,0.19,2.33,0.42,4.24,56.71,24.44,38.34,5.35,0.53,10.41,-1.56,-1.23,9.05,-2.14,-1.61,55.48,57.89,38.46,1.68,2.52,1.54,,,False,False,False,False,False,False,False,2026-05-27 16:13:29,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:31
5536,聖暉*,12.76,36.0,4.09,-21.27,11.51,15.17,25.38,4.95,7.42,19.82,5.86,7.86,15.71,4.11,5.47,30.83,35.54,24.21,10.51,10.51,6.51,,,False,False,False,False,False,False,False,2026-05-27 16:13:31,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:33
6005,群益證,1.34,3.58,4.65,145.33,55.64,301.6,,,,31.15,7.72,16.76,43.5,8.62,18.5,9.78,12.22,8.53,1.58,1.58,1.31,,,False,False,False,False,False,False,False,2026-05-27 16:13:33,incomplete,profit:incomplete(partial),ok,,ok,,incomplete,partial,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:35
6139,亞翔,9.45,36.14,8.54,2.32,30.06,70.59,18.73,-0.87,6.83,17.21,1.38,7.78,14.67,-1.44,5.95,22.51,24.74,17.03,8.73,9.08,6.25,,,False,False,False,False,False,False,False,2026-05-27 16:13:35,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:37
6187,萬潤,3.37,15.26,0.61,15.5,56.95,26.14,51.78,-9.25,-8.66,23.22,-2.08,-10.52,22.67,-15.02,-4.82,74.88,89.91,52.39,16.01,18.33,10.68,,,False,False,False,False,False,False,False,2026-05-27 16:13:38,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:40
6196,帆宣,5.08,16.1,6.63,22.06,40.73,46.34,13.57,3.02,2.55,8.25,3.81,2.52,7.75,2.6,1.12,31.85,32.23,18.45,6.31,6.38,3.71,,,False,False,False,False,False,False,False,2026-05-27 16:13:40,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:42
6197,佳必琪,3.21,10.25,0.81,12.35,4.82,5.26,35.77,-1.16,2.52,22.63,1.58,4.76,20.24,2.18,7.03,27.46,28.09,18.17,7.53,7.53,3.83,,,False,False,False,False,False,False,False,2026-05-27 16:13:42,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:44
6213,聯茂,0.87,4.1,3.51,4.27,11.06,13.78,11.42,-2.72,-2.82,4.64,-2.4,-2.24,3.44,-1.36,-1.0,67.6,73.47,35.7,4.77,5.18,2.54,,,False,False,False,False,False,False,False,2026-05-27 16:13:44,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:47
6217,中探針,0.11,-0.78,0.36,0.06,-14.78,22.24,23.3,6.79,4.81,0.92,9.18,14.54,1.26,5.7,12.36,0.0,0.0,0.0,10.65,13.36,6.41,2026-05-20,2026-06-02,False,False,False,False,False,False,False,2026-05-27 16:13:47,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:49
6223,旺矽,12.53,38.34,1.49,7.02,21.06,52.6,59.45,5.67,2.06,32.37,7.36,2.66,31.21,6.5,5.65,170.13,170.8,107.35,39.74,39.74,24.16,,,False,False,False,False,False,False,False,2026-05-27 16:13:49,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:51
6243,迅杰,-0.03,-0.85,0.03,-20.93,-20.24,-59.19,59.76,17.67,18.03,-18.02,-3.55,-20.01,-1.66,5.96,-10.01,0.0,0.0,0.0,2.03,2.14,1.66,,,False,False,False,False,False,False,False,2026-05-27 16:13:51,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:54
6274,台燿,4.36,14.06,4.61,21.91,30.48,95.61,25.15,3.07,1.09,18.18,4.04,3.5,12.53,0.66,1.98,117.77,117.77,46.91,26.06,26.06,8.83,,,False,False,False,False,False,False,False,2026-05-27 16:13:54,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:56
6278,台表科,2.17,8.68,4.51,6.91,-1.05,3.91,11.31,-1.75,-2.05,5.77,-0.7,-1.8,5.0,-1.04,-1.79,26.88,28.14,9.85,3.06,3.2,1.18,,,False,False,False,False,False,False,False,2026-05-27 16:13:56,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:13:58
6282,康舒,0.27,0.5,3.15,0.19,16.37,34.61,24.39,-2.19,-1.2,2.93,-0.97,3.39,2.7,-2.5,3.34,118.8,307.78,99.2,2.26,2.4,1.62,,,False,False,False,False,False,False,False,2026-05-27 16:13:58,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:00
6285,啟碁,2.36,6.84,11.4,5.11,12.48,15.65,13.76,-0.33,1.56,4.67,0.61,0.99,3.88,0.23,0.65,45.94,45.94,26.86,4.31,4.31,2.4,,,False,False,False,False,False,False,False,2026-05-27 16:14:00,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:02
6412,群電,1.01,5.2,2.64,-8.54,-5.22,-11.89,15.94,-0.23,-1.35,4.29,-0.69,-2.52,5.19,-0.82,0.42,19.23,20.0,13.9,2.77,2.88,1.9,,,False,False,False,False,False,False,False,2026-05-27 16:14:03,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:05
6414,樺漢,5.15,22.39,14.56,-3.87,26.42,22.14,20.11,-0.52,-1.41,5.37,-2.55,0.96,4.96,-0.27,-0.48,16.73,16.89,12.21,1.99,2.01,1.42,,,False,False,False,False,False,False,False,2026-05-27 16:14:05,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:07
6442,光聖,7.82,27.04,0.89,-12.49,-7.13,-16.21,55.41,-2.16,5.99,26.4,-0.53,8.24,22.41,-1.97,7.15,76.95,103.72,65.64,22.54,26.96,19.22,,,False,False,False,False,False,False,False,2026-05-27 16:14:07,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:09
6451,訊芯-KY,-1.45,-0.14,0.64,11.8,4.07,-2.79,11.96,-8.85,5.76,-5.18,-14.24,1.45,-9.48,-15.12,-3.26,0.0,2003.85,0.0,9.12,9.57,4.81,,,False,False,False,False,False,False,False,2026-05-27 16:14:10,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:12
6510,精測,10.43,34.09,0.52,7.33,15.21,30.22,56.77,0.77,2.99,29.26,2.55,7.56,24.97,1.29,6.06,93.72,138.11,93.72,10.68,15.7,10.68,,,False,False,False,False,False,False,False,2026-05-27 16:14:12,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:14
6515,穎崴,19.54,49.26,0.99,-19.01,11.69,50.51,43.01,1.31,-5.76,26.06,4.81,-5.61,23.44,1.8,-3.24,200.72,232.55,142.29,54.33,60.36,36.93,,,False,False,False,False,False,False,False,2026-05-27 16:14:14,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:16
6526,達發,4.47,17.43,2.03,11.73,10.41,14.31,52.73,-0.9,1.04,14.96,4.48,0.85,13.67,1.95,0.07,39.15,43.48,26.79,6.37,7.01,4.02,,,False,False,False,False,False,False,False,2026-05-27 16:14:16,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:19
6531,愛普*,4.15,9.84,0.8,-1.32,31.08,92.88,46.19,-3.67,-0.29,28.01,-2.63,10.05,31.43,-8.71,-4.06,109.76,124.84,56.92,14.89,15.64,5.85,,,False,False,False,False,False,False,False,2026-05-27 16:14:19,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:21
6640,均華,5.19,16.3,0.33,11.36,44.61,142.34,44.9,6.56,5.75,21.67,7.67,9.35,17.71,3.82,7.9,88.51,138.04,77.64,12.44,20.26,10.91,,,False,False,False,False,False,False,False,2026-05-27 16:14:21,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:23
6643,M31,-1.18,0.04,0.17,40.45,53.51,30.74,100.0,0.0,0.0,-16.79,-34.17,-18.55,-12.48,-30.72,-16.98,14950.0,17425.0,268.64,13.87,16.16,9.98,,,False,False,False,False,False,False,False,2026-05-27 16:14:24,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:25
6664,群翊,3.73,14.57,0.24,0.41,5.53,9.66,48.23,-1.86,-12.41,32.57,3.24,-10.09,33.95,-2.25,-10.83,31.24,32.06,19.49,7.15,7.34,4.2,,,False,False,False,False,False,False,False,2026-05-27 16:14:26,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:28
6669,緯穎,75.95,298.31,82.73,-16.14,-0.59,29.67,7.55,0.32,-1.15,6.31,0.68,-0.71,5.1,0.38,-0.64,17.01,19.41,12.0,6.73,7.68,4.92,,,False,False,False,False,False,False,False,2026-05-27 16:14:28,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:30
6672,騰輝電子-KY,1.73,5.53,0.51,6.1,24.46,36.93,34.02,1.91,-0.09,11.67,0.9,3.03,9.92,0.99,2.59,38.25,46.6,25.88,4.07,4.52,2.51,,,False,False,False,False,False,False,False,2026-05-27 16:14:30,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:32
6683,雍智科技,6.23,17.89,0.22,-1.23,-1.18,20.97,48.8,-0.7,2.5,27.25,1.24,4.23,25.5,0.47,3.02,100.85,166.34,88.85,16.92,25.96,13.86,,,False,False,False,False,False,False,False,2026-05-27 16:14:32,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:35
6691,洋基工程,7.19,27.0,2.86,1.81,20.79,66.7,18.39,-1.08,-2.8,15.74,-1.4,-2.52,12.43,-1.61,-2.7,24.97,27.64,22.42,13.65,13.65,8.82,,,False,False,False,False,False,False,False,2026-05-27 16:14:35,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:37
6693,廣閎科,1.17,1.36,0.2,5.68,21.64,85.7,28.75,-0.26,3.18,10.68,0.55,19.66,10.2,-0.97,14.25,112.69,120.9,0.0,5.98,6.63,4.38,,,False,False,False,False,False,False,False,2026-05-27 16:14:37,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:39
6789,采鈺,1.5,4.66,0.77,-5.89,0.18,-0.62,32.24,5.64,7.77,22.83,4.24,9.52,20.26,3.43,7.87,116.77,152.75,76.0,9.13,10.56,5.25,,,False,False,False,False,False,False,False,2026-05-27 16:14:39,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:42
6805,富世達,13.38,39.18,1.35,-15.44,-3.65,59.05,32.31,3.26,10.17,26.78,4.92,10.54,21.92,3.02,6.09,44.41,71.45,43.9,16.07,21.11,15.88,,,False,False,False,False,False,False,False,2026-05-27 16:14:42,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:45
7711,永擎,7.68,20.72,1.64,-53.84,-65.99,,12.39,2.32,-1.84,7.81,2.78,1.62,6.07,2.79,0.63,34.29,42.05,22.68,5.8,7.11,3.75,,,False,False,False,False,False,False,False,2026-05-27 16:14:45,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:47
7717,萊德光電-KY,1.57,6.41,0.09,17.61,-4.12,,57.52,-9.12,-3.85,22.08,-2.83,2.24,15.01,-5.2,1.19,109.63,150.73,102.36,15.21,22.92,14.2,,,False,False,False,False,False,False,False,2026-05-27 16:14:47,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:49
7734,印能科技,14.68,39.56,0.39,34.97,29.28,58.9,65.25,0.05,-6.64,52.99,14.45,-2.1,47.37,8.29,0.02,97.78,115.97,60.45,15.56,17.73,8.73,,,False,False,False,False,False,False,False,2026-05-27 16:14:50,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:52
7769,鴻勁,25.7,85.52,4.36,1.73,30.59,,56.24,3.93,-2.85,49.98,5.74,-3.01,43.12,3.11,-0.31,97.33,99.99,51.01,22.37,22.66,10.87,2026-05-14,2026-05-27,False,False,False,False,False,False,False,2026-05-27 16:14:52,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:54
7792,安葆,1.71,8.47,0.34,-44.55,-25.39,,15.13,0.62,-0.37,8.27,-0.22,-1.85,5.71,-0.52,-1.89,34.22,43.0,33.52,4.08,6.17,3.99,,,False,False,False,False,False,False,False,2026-05-27 16:14:54,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:56
7828,創新服務,1.02,7.33,0.13,104.16,,,80.18,0.82,-0.08,25.3,-25.81,-11.77,24.5,-20.36,-12.42,222.63,251.21,156.8,52.15,52.15,34.32,,,False,False,False,False,False,False,False,2026-05-27 16:14:56,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:14:58
7856,漢測,9.35,28.04,0.34,-27.32,58.86,,55.3,16.06,,32.76,21.21,,25.79,15.2,,,,,,,,,,False,False,False,False,False,False,False,2026-05-27 16:14:59,partial_ok,no_data:valuation,ok,,ok,,ok,,no_data,empty,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:01
7899,景美,1.53,1.53,0.07,0.34,12.17,,34.03,-8.51,-1.05,7.31,-11.5,-4.74,5.08,-5.12,-3.99,,,,,,,,,False,False,False,False,False,False,False,2026-05-27 16:15:01,partial_ok,no_data:valuation,ok,,ok,,ok,,no_data,empty,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:03
8021,尖點,1.17,3.55,0.52,10.97,15.84,63.18,36.59,1.75,10.78,20.12,0.91,11.97,14.14,0.78,7.97,124.93,172.08,88.5,11.75,13.89,7.14,2026-05-26,2026-06-08,False,False,False,False,False,False,False,2026-05-27 16:15:03,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:05
8027,鈦昇,-0.22,-0.57,0.16,8.03,54.09,24.85,29.75,-5.87,-1.74,-17.94,-27.11,6.05,-6.2,-15.49,13.6,0.0,0.0,0.0,9.57,10.41,5.43,2026-05-25,2026-06-05,False,False,False,False,False,False,False,2026-05-27 16:15:05,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:07
8028,昇陽半導體,1.61,4.65,0.47,-2.05,10.73,31.15,37.58,4.16,0.25,25.5,4.01,1.5,21.97,3.54,0.64,68.14,68.92,39.35,10.18,10.29,5.83,,,False,False,False,False,False,False,False,2026-05-27 16:15:08,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:10
8046,南電,2.03,4.72,4.45,3.73,19.63,39.47,15.85,3.33,10.76,12.1,3.47,11.71,11.71,0.95,9.26,191.74,333.89,166.53,12.52,14.08,7.31,,,False,False,False,False,False,False,False,2026-05-27 16:15:10,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:12
8155,博智,3.29,8.89,0.54,0.71,3.92,29.3,24.05,-0.09,8.43,14.07,0.03,7.74,12.7,-1.33,6.81,48.08,66.35,34.67,6.45,8.18,4.27,,,False,False,False,False,False,False,False,2026-05-27 16:15:12,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:14
8299,群聯,68.8,105.23,20.21,10.32,93.34,236.63,61.82,19.94,30.65,36.23,21.6,27.84,37.04,16.74,28.8,23.72,56.93,21.67,7.4,8.67,5.44,,,False,False,False,False,False,False,False,2026-05-27 16:15:14,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:16
8358,金居,2.06,5.22,0.9,4.66,9.79,35.81,28.71,2.53,7.71,25.63,3.12,7.94,20.52,3.09,5.18,107.49,111.4,54.63,17.35,17.35,7.73,2026-05-15,2026-05-28,False,False,False,False,False,False,False,2026-05-27 16:15:17,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:19
8996,高力,6.54,14.16,0.95,-25.48,-21.98,86.03,29.02,2.17,-1.01,20.71,5.72,5.8,17.69,3.91,4.55,86.66,138.58,70.9,24.33,27.55,18.65,,,False,False,False,False,False,False,False,2026-05-27 16:15:19,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,320,6000,5680,2026-05-27 16:15:21
